id,text,timestamp,replyCount,retweetCount,likeCount,quoteCount,viewCount,tokens
1647348954567147520,"['hi', 'lost', 'set', 'key', 'around', 'bishop', 'parksw6', 'anyone', 'find', 'please', 'let', 'know', 'thank', 'advance', 'nick']",2023-04-15T21:19:31+00:00,0,0,0,0,39.0,"[[('hi', 1), ('lost', 1), ('set', 1), ('key', 1), ('around', 1), ('bishop', 1), ('parksw6', 1), ('anyone', 1), ('find', 1), ('please', 1), ('let', 1), ('know', 1), ('thank', 1), ('advance', 1), ('nick', 1)], [(('hi', 'lost'), 1), (('lost', 'set'), 1), (('set', 'key'), 1), (('key', 'around'), 1), (('around', 'bishop'), 1), (('bishop', 'parksw6'), 1), (('parksw6', 'anyone'), 1), (('anyone', 'find'), 1), (('find', 'please'), 1), (('please', 'let'), 1), (('let', 'know'), 1), (('know', 'thank'), 1), (('thank', 'advance'), 1), (('advance', 'nick'), 1)], [(('hi', 'lost', 'set'), 1), (('lost', 'set', 'key'), 1), (('set', 'key', 'around'), 1), (('key', 'around', 'bishop'), 1), (('around', 'bishop', 'parksw6'), 1), (('bishop', 'parksw6', 'anyone'), 1), (('parksw6', 'anyone', 'find'), 1), (('anyone', 'find', 'please'), 1), (('find', 'please', 'let'), 1), (('please', 'let', 'know'), 1), (('let', 'know', 'thank'), 1), (('know', 'thank', 'advance'), 1), (('thank', 'advance', 'nick'), 1)]]"
1647279298745708546,"['lost', 'black', 'chanel', 'cardholder', 'waterloo', 'station', 'passport', 'card', 'driving', 'licence', 'inside']",2023-04-15T16:42:44+00:00,0,0,0,0,64.0,"[[('lost', 1), ('black', 1), ('chanel', 1), ('cardholder', 1), ('waterloo', 1), ('station', 1), ('passport', 1), ('card', 1), ('driving', 1), ('licence', 1), ('inside', 1)], [(('lost', 'black'), 1), (('black', 'chanel'), 1), (('chanel', 'cardholder'), 1), (('cardholder', 'waterloo'), 1), (('waterloo', 'station'), 1), (('station', 'passport'), 1), (('passport', 'card'), 1), (('card', 'driving'), 1), (('driving', 'licence'), 1), (('licence', 'inside'), 1)], [(('lost', 'black', 'chanel'), 1), (('black', 'chanel', 'cardholder'), 1), (('chanel', 'cardholder', 'waterloo'), 1), (('cardholder', 'waterloo', 'station'), 1), (('waterloo', 'station', 'passport'), 1), (('station', 'passport', 'card'), 1), (('passport', 'card', 'driving'), 1), (('card', 'driving', 'licence'), 1), (('driving', 'licence', 'inside'), 1)]]"
1647199320066727937,"['lost', 'small', 'black', 'card', 'holder', 'ysl', 'finsbury', 'park', 'station', 'euston', 'station', '13', 'april', 'brp', 'several', 'bank', 'card', 'anyone', 'seen', 'handed', 'anywhere', 'please', 'let', 'know', 'thank', 'really', 'appreciate', 'help']",2023-04-15T11:24:56+00:00,0,0,0,0,103.0,"[[('card', 2), ('station', 2), ('lost', 1), ('small', 1), ('black', 1), ('holder', 1), ('ysl', 1), ('finsbury', 1), ('park', 1), ('euston', 1), ('13', 1), ('april', 1), ('brp', 1), ('several', 1), ('bank', 1), ('anyone', 1), ('seen', 1), ('handed', 1), ('anywhere', 1), ('please', 1), ('let', 1), ('know', 1), ('thank', 1), ('really', 1), ('appreciate', 1), ('help', 1)], [(('lost', 'small'), 1), (('small', 'black'), 1), (('black', 'card'), 1), (('card', 'holder'), 1), (('holder', 'ysl'), 1), (('ysl', 'finsbury'), 1), (('finsbury', 'park'), 1), (('park', 'station'), 1), (('station', 'euston'), 1), (('euston', 'station'), 1), (('station', '13'), 1), (('13', 'april'), 1), (('april', 'brp'), 1), (('brp', 'several'), 1), (('several', 'bank'), 1), (('bank', 'card'), 1), (('card', 'anyone'), 1), (('anyone', 'seen'), 1), (('seen', 'handed'), 1), (('handed', 'anywhere'), 1), (('anywhere', 'please'), 1), (('please', 'let'), 1), (('let', 'know'), 1), (('know', 'thank'), 1), (('thank', 'really'), 1), (('really', 'appreciate'), 1), (('appreciate', 'help'), 1)], [(('lost', 'small', 'black'), 1), (('small', 'black', 'card'), 1), (('black', 'card', 'holder'), 1), (('card', 'holder', 'ysl'), 1), (('holder', 'ysl', 'finsbury'), 1), (('ysl', 'finsbury', 'park'), 1), (('finsbury', 'park', 'station'), 1), (('park', 'station', 'euston'), 1), (('station', 'euston', 'station'), 1), (('euston', 'station', '13'), 1), (('station', '13', 'april'), 1), (('13', 'april', 'brp'), 1), (('april', 'brp', 'several'), 1), (('brp', 'several', 'bank'), 1), (('several', 'bank', 'card'), 1), (('bank', 'card', 'anyone'), 1), (('card', 'anyone', 'seen'), 1), (('anyone', 'seen', 'handed'), 1), (('seen', 'handed', 'anywhere'), 1), (('handed', 'anywhere', 'please'), 1), (('anywhere', 'please', 'let'), 1), (('please', 'let', 'know'), 1), (('let', 'know', 'thank'), 1), (('know', 'thank', 'really'), 1), (('thank', 'really', 'appreciate'), 1), (('really', 'appreciate', 'help'), 1)]]"
1646958095304740875,"['lost', 'white', 'envelope', 'cash', '50', 'somewhere', 'insidebetween', 'hsbc', 'branch', 'oxford', 'circu', 'oxford', 'circu', 'underground', 'station', 'nike', 'store', 'entrance', 'side', 'saving', 'going', 'give', 'mum', 'live', 'back', 'home', 'know', 'chance', 'getting', 'back', 'les', 'slim', 'hoping', 'honest', 'person']",2023-04-14T19:26:23+00:00,0,0,0,0,103.0,"[[('oxford', 2), ('circu', 2), ('back', 2), ('lost', 1), ('white', 1), ('envelope', 1), ('cash', 1), ('50', 1), ('somewhere', 1), ('insidebetween', 1), ('hsbc', 1), ('branch', 1), ('underground', 1), ('station', 1), ('nike', 1), ('store', 1), ('entrance', 1), ('side', 1), ('saving', 1), ('going', 1), ('give', 1), ('mum', 1), ('live', 1), ('home', 1), ('know', 1), ('chance', 1), ('getting', 1), ('les', 1), ('slim', 1), ('hoping', 1), ('honest', 1), ('person', 1)], [(('oxford', 'circu'), 2), (('lost', 'white'), 1), (('white', 'envelope'), 1), (('envelope', 'cash'), 1), (('cash', '50'), 1), (('50', 'somewhere'), 1), (('somewhere', 'insidebetween'), 1), (('insidebetween', 'hsbc'), 1), (('hsbc', 'branch'), 1), (('branch', 'oxford'), 1), (('circu', 'oxford'), 1), (('circu', 'underground'), 1), (('underground', 'station'), 1), (('station', 'nike'), 1), (('nike', 'store'), 1), (('store', 'entrance'), 1), (('entrance', 'side'), 1), (('side', 'saving'), 1), (('saving', 'going'), 1), (('going', 'give'), 1), (('give', 'mum'), 1), (('mum', 'live'), 1), (('live', 'back'), 1), (('back', 'home'), 1), (('home', 'know'), 1), (('know', 'chance'), 1), (('chance', 'getting'), 1), (('getting', 'back'), 1), (('back', 'les'), 1), (('les', 'slim'), 1), (('slim', 'hoping'), 1), (('hoping', 'honest'), 1), (('honest', 'person'), 1)], [(('lost', 'white', 'envelope'), 1), (('white', 'envelope', 'cash'), 1), (('envelope', 'cash', '50'), 1), (('cash', '50', 'somewhere'), 1), (('50', 'somewhere', 'insidebetween'), 1), (('somewhere', 'insidebetween', 'hsbc'), 1), (('insidebetween', 'hsbc', 'branch'), 1), (('hsbc', 'branch', 'oxford'), 1), (('branch', 'oxford', 'circu'), 1), (('oxford', 'circu', 'oxford'), 1), (('circu', 'oxford', 'circu'), 1), (('oxford', 'circu', 'underground'), 1), (('circu', 'underground', 'station'), 1), (('underground', 'station', 'nike'), 1), (('station', 'nike', 'store'), 1), (('nike', 'store', 'entrance'), 1), (('store', 'entrance', 'side'), 1), (('entrance', 'side', 'saving'), 1), (('side', 'saving', 'going'), 1), (('saving', 'going', 'give'), 1), (('going', 'give', 'mum'), 1), (('give', 'mum', 'live'), 1), (('mum', 'live', 'back'), 1), (('live', 'back', 'home'), 1), (('back', 'home', 'know'), 1), (('home', 'know', 'chance'), 1), (('know', 'chance', 'getting'), 1), (('chance', 'getting', 'back'), 1), (('getting', 'back', 'les'), 1), (('back', 'les', 'slim'), 1), (('les', 'slim', 'hoping'), 1), (('slim', 'hoping', 'honest'), 1), (('hoping', 'honest', 'person'), 1)]]"
1646816715219632129,"['lost', 'black', 'kate', 'spade', 'purse', 'driving', 'license']",2023-04-14T10:04:35+00:00,0,0,0,0,54.0,"[[('lost', 1), ('black', 1), ('kate', 1), ('spade', 1), ('purse', 1), ('driving', 1), ('license', 1)], [(('lost', 'black'), 1), (('black', 'kate'), 1), (('kate', 'spade'), 1), (('spade', 'purse'), 1), (('purse', 'driving'), 1), (('driving', 'license'), 1)], [(('lost', 'black', 'kate'), 1), (('black', 'kate', 'spade'), 1), (('kate', 'spade', 'purse'), 1), (('spade', 'purse', 'driving'), 1), (('purse', 'driving', 'license'), 1)]]"
1646100552676261890,"['black', 'little', 'wallet', 'kate', 'spade', 'mexican', 'id', 'oyster', 'card']",2023-04-12T10:38:49+00:00,0,0,0,0,87.0,"[[('black', 1), ('little', 1), ('wallet', 1), ('kate', 1), ('spade', 1), ('mexican', 1), ('id', 1), ('oyster', 1), ('card', 1)], [(('black', 'little'), 1), (('little', 'wallet'), 1), (('wallet', 'kate'), 1), (('kate', 'spade'), 1), (('spade', 'mexican'), 1), (('mexican', 'id'), 1), (('id', 'oyster'), 1), (('oyster', 'card'), 1)], [(('black', 'little', 'wallet'), 1), (('little', 'wallet', 'kate'), 1), (('wallet', 'kate', 'spade'), 1), (('kate', 'spade', 'mexican'), 1), (('spade', 'mexican', 'id'), 1), (('mexican', 'id', 'oyster'), 1), (('id', 'oyster', 'card'), 1)]]"
1644704946967773184,"['lost', 'airpod', 'case', 'waterloo', 'station', 'barrier', 'apple', 'airpod', 'pro', 'charging', 'case', 'black', 'silicone', 'case', 'ring', 'hang', 'thing', 'take', 'airpod', 'case', 'personalisation', 'bryce', 'please', 'let', 'know', 'found', 'thank']",2023-04-08T14:13:11+00:00,0,0,0,0,105.0,"[[('case', 4), ('airpod', 3), ('lost', 1), ('waterloo', 1), ('station', 1), ('barrier', 1), ('apple', 1), ('pro', 1), ('charging', 1), ('black', 1), ('silicone', 1), ('ring', 1), ('hang', 1), ('thing', 1), ('take', 1), ('personalisation', 1), ('bryce', 1), ('please', 1), ('let', 1), ('know', 1), ('found', 1), ('thank', 1)], [(('airpod', 'case'), 2), (('lost', 'airpod'), 1), (('case', 'waterloo'), 1), (('waterloo', 'station'), 1), (('station', 'barrier'), 1), (('barrier', 'apple'), 1), (('apple', 'airpod'), 1), (('airpod', 'pro'), 1), (('pro', 'charging'), 1), (('charging', 'case'), 1), (('case', 'black'), 1), (('black', 'silicone'), 1), (('silicone', 'case'), 1), (('case', 'ring'), 1), (('ring', 'hang'), 1), (('hang', 'thing'), 1), (('thing', 'take'), 1), (('take', 'airpod'), 1), (('case', 'personalisation'), 1), (('personalisation', 'bryce'), 1), (('bryce', 'please'), 1), (('please', 'let'), 1), (('let', 'know'), 1), (('know', 'found'), 1), (('found', 'thank'), 1)], [(('lost', 'airpod', 'case'), 1), (('airpod', 'case', 'waterloo'), 1), (('case', 'waterloo', 'station'), 1), (('waterloo', 'station', 'barrier'), 1), (('station', 'barrier', 'apple'), 1), (('barrier', 'apple', 'airpod'), 1), (('apple', 'airpod', 'pro'), 1), (('airpod', 'pro', 'charging'), 1), (('pro', 'charging', 'case'), 1), (('charging', 'case', 'black'), 1), (('case', 'black', 'silicone'), 1), (('black', 'silicone', 'case'), 1), (('silicone', 'case', 'ring'), 1), (('case', 'ring', 'hang'), 1), (('ring', 'hang', 'thing'), 1), (('hang', 'thing', 'take'), 1), (('thing', 'take', 'airpod'), 1), (('take', 'airpod', 'case'), 1), (('airpod', 'case', 'personalisation'), 1), (('case', 'personalisation', 'bryce'), 1), (('personalisation', 'bryce', 'please'), 1), (('bryce', 'please', 'let'), 1), (('please', 'let', 'know'), 1), (('let', 'know', 'found'), 1), (('know', 'found', 'thank'), 1)]]"
1644644650953613312,"['hi', 'lost', 'phone', 'somewhere', 'wardour', 'street', 'leicester', 'squarelondon', '7th', 'april', 'noticed', 'bag', 'open', 'nearby', 'mm', 'store', 'would', 'great', 'anyone', 'found', 'phone', 'please', 'let', 'know', 'special', 'gift', 'given', 'someone', 'special', 'samsung', 'a53', '5g', 'dark', 'blue', 'case', 'name', 'written']",2023-04-08T10:13:35+00:00,0,0,0,0,97.0,"[[('phone', 2), ('special', 2), ('hi', 1), ('lost', 1), ('somewhere', 1), ('wardour', 1), ('street', 1), ('leicester', 1), ('squarelondon', 1), ('7th', 1), ('april', 1), ('noticed', 1), ('bag', 1), ('open', 1), ('nearby', 1), ('mm', 1), ('store', 1), ('would', 1), ('great', 1), ('anyone', 1), ('found', 1), ('please', 1), ('let', 1), ('know', 1), ('gift', 1), ('given', 1), ('someone', 1), ('samsung', 1), ('a53', 1), ('5g', 1), ('dark', 1), ('blue', 1), ('case', 1), ('name', 1), ('written', 1)], [(('hi', 'lost'), 1), (('lost', 'phone'), 1), (('phone', 'somewhere'), 1), (('somewhere', 'wardour'), 1), (('wardour', 'street'), 1), (('street', 'leicester'), 1), (('leicester', 'squarelondon'), 1), (('squarelondon', '7th'), 1), (('7th', 'april'), 1), (('april', 'noticed'), 1), (('noticed', 'bag'), 1), (('bag', 'open'), 1), (('open', 'nearby'), 1), (('nearby', 'mm'), 1), (('mm', 'store'), 1), (('store', 'would'), 1), (('would', 'great'), 1), (('great', 'anyone'), 1), (('anyone', 'found'), 1), (('found', 'phone'), 1), (('phone', 'please'), 1), (('please', 'let'), 1), (('let', 'know'), 1), (('know', 'special'), 1), (('special', 'gift'), 1), (('gift', 'given'), 1), (('given', 'someone'), 1), (('someone', 'special'), 1), (('special', 'samsung'), 1), (('samsung', 'a53'), 1), (('a53', '5g'), 1), (('5g', 'dark'), 1), (('dark', 'blue'), 1), (('blue', 'case'), 1), (('case', 'name'), 1), (('name', 'written'), 1)], [(('hi', 'lost', 'phone'), 1), (('lost', 'phone', 'somewhere'), 1), (('phone', 'somewhere', 'wardour'), 1), (('somewhere', 'wardour', 'street'), 1), (('wardour', 'street', 'leicester'), 1), (('street', 'leicester', 'squarelondon'), 1), (('leicester', 'squarelondon', '7th'), 1), (('squarelondon', '7th', 'april'), 1), (('7th', 'april', 'noticed'), 1), (('april', 'noticed', 'bag'), 1), (('noticed', 'bag', 'open'), 1), (('bag', 'open', 'nearby'), 1), (('open', 'nearby', 'mm'), 1), (('nearby', 'mm', 'store'), 1), (('mm', 'store', 'would'), 1), (('store', 'would', 'great'), 1), (('would', 'great', 'anyone'), 1), (('great', 'anyone', 'found'), 1), (('anyone', 'found', 'phone'), 1), (('found', 'phone', 'please'), 1), (('phone', 'please', 'let'), 1), (('please', 'let', 'know'), 1), (('let', 'know', 'special'), 1), (('know', 'special', 'gift'), 1), (('special', 'gift', 'given'), 1), (('gift', 'given', 'someone'), 1), (('given', 'someone', 'special'), 1), (('someone', 'special', 'samsung'), 1), (('special', 'samsung', 'a53'), 1), (('samsung', 'a53', '5g'), 1), (('a53', '5g', 'dark'), 1), (('5g', 'dark', 'blue'), 1), (('dark', 'blue', 'case'), 1), (('blue', 'case', 'name'), 1), (('case', 'name', 'written'), 1)]]"
1644483095507206145,"['delicate', 'gold', 'necklace', 'pendulum', 'swinging', 'diamond', 'lost', 'around', 'boroughbermondsey', 'immense', 'sentimental', 'value']",2023-04-07T23:31:37+00:00,0,0,0,0,79.0,"[[('delicate', 1), ('gold', 1), ('necklace', 1), ('pendulum', 1), ('swinging', 1), ('diamond', 1), ('lost', 1), ('around', 1), ('boroughbermondsey', 1), ('immense', 1), ('sentimental', 1), ('value', 1)], [(('delicate', 'gold'), 1), (('gold', 'necklace'), 1), (('necklace', 'pendulum'), 1), (('pendulum', 'swinging'), 1), (('swinging', 'diamond'), 1), (('diamond', 'lost'), 1), (('lost', 'around'), 1), (('around', 'boroughbermondsey'), 1), (('boroughbermondsey', 'immense'), 1), (('immense', 'sentimental'), 1), (('sentimental', 'value'), 1)], [(('delicate', 'gold', 'necklace'), 1), (('gold', 'necklace', 'pendulum'), 1), (('necklace', 'pendulum', 'swinging'), 1), (('pendulum', 'swinging', 'diamond'), 1), (('swinging', 'diamond', 'lost'), 1), (('diamond', 'lost', 'around'), 1), (('lost', 'around', 'boroughbermondsey'), 1), (('around', 'boroughbermondsey', 'immense'), 1), (('boroughbermondsey', 'immense', 'sentimental'), 1), (('immense', 'sentimental', 'value'), 1)]]"
1644472336257515520,"['good', 'night', 'spanish', 'holiday', 'lost', 'backpack', 'wallet', 'copy', 'spanish', 'identify', 'document', '15', 'hyde', 'park', 'near', 'lake', 'please', 'contact', 'phone', 'number', '676828259']",2023-04-07T22:48:52+00:00,0,0,0,0,91.0,"[[('spanish', 2), ('good', 1), ('night', 1), ('holiday', 1), ('lost', 1), ('backpack', 1), ('wallet', 1), ('copy', 1), ('identify', 1), ('document', 1), ('15', 1), ('hyde', 1), ('park', 1), ('near', 1), ('lake', 1), ('please', 1), ('contact', 1), ('phone', 1), ('number', 1), ('676828259', 1)], [(('good', 'night'), 1), (('night', 'spanish'), 1), (('spanish', 'holiday'), 1), (('holiday', 'lost'), 1), (('lost', 'backpack'), 1), (('backpack', 'wallet'), 1), (('wallet', 'copy'), 1), (('copy', 'spanish'), 1), (('spanish', 'identify'), 1), (('identify', 'document'), 1), (('document', '15'), 1), (('15', 'hyde'), 1), (('hyde', 'park'), 1), (('park', 'near'), 1), (('near', 'lake'), 1), (('lake', 'please'), 1), (('please', 'contact'), 1), (('contact', 'phone'), 1), (('phone', 'number'), 1), (('number', '676828259'), 1)], [(('good', 'night', 'spanish'), 1), (('night', 'spanish', 'holiday'), 1), (('spanish', 'holiday', 'lost'), 1), (('holiday', 'lost', 'backpack'), 1), (('lost', 'backpack', 'wallet'), 1), (('backpack', 'wallet', 'copy'), 1), (('wallet', 'copy', 'spanish'), 1), (('copy', 'spanish', 'identify'), 1), (('spanish', 'identify', 'document'), 1), (('identify', 'document', '15'), 1), (('document', '15', 'hyde'), 1), (('15', 'hyde', 'park'), 1), (('hyde', 'park', 'near'), 1), (('park', 'near', 'lake'), 1), (('near', 'lake', 'please'), 1), (('lake', 'please', 'contact'), 1), (('please', 'contact', 'phone'), 1), (('contact', 'phone', 'number'), 1), (('phone', 'number', '676828259'), 1)]]"
